Date	Close	Open	High	Low	Volume
1999-03-19	41.0625	41.1875	41.5	40.625	1278900
1999-03-22	39.875	41.0	41.1875	39.3125	1091900
1999-03-23	38.75	40.3125	40.4375	38.3125	1286800
1999-03-24	39.125	39.25	40.0	39.0625	1303200
1999-03-25	38.8125	38.875	39.6875	38.75	877400
1999-03-26	38.875	38.625	39.3125	38.625	1330800
1999-03-29	38.5625	39.0	39.25	38.3125	1004700
1999-03-30	37.5625	37.75	37.75	37.125	1269500
1999-03-31	37.75	37.625	38.0	37.4375	1268700
1999-04-01	37.125	37.5	37.5625	36.625	1449000
1999-04-05	37.0	37.0	37.4375	36.25	874700
1999-04-06	36.4375	36.625	36.875	36.3125	1348500
1999-04-07	36.3125	36.4375	36.9375	36.125	847700
1999-04-08	37.0	36.8125	37.0	36.4375	723000
1999-04-09	36.625	37.0	37.5625	36.5625	1063700
1999-04-12	38.1875	36.8125	38.375	36.75	911800
1999-04-13	38.25	38.25	38.875	37.8125	878500
1999-04-14	40.6875	38.75	41.5	38.0625	1785000
1999-04-15	41.9375	41.75	43.125	41.25	2349500
1999-04-16	43.3125	42.5	44.0	42.5	2310800
1999-04-19	39.75	43.4375	44.9375	39.375	3383900
1999-04-20	39.0	40.0	40.125	37.9375	2324200
1999-04-21	41.0	39.625	41.4375	39.375	1992700
1999-04-22	40.8125	41.75	41.9375	40.6875	1241200
1999-04-23	41.5	40.8125	42.375	40.75	1133100
1999-04-26	41.375	41.625	42.25	41.375	1605900
1999-04-27	40.5625	41.625	41.875	40.1875	1785900
1999-04-28	42.125	40.5625	42.6875	40.0	2164400
1999-04-29	43.0625	42.75	44.875	42.625	2249500
1999-04-30	43.0625	44.0	44.375	43.0	1652900
1999-05-03	44.5625	43.0	45.375	42.75	2230700
1999-05-04	43.6875	46.0	46.0	42.875	1919100
1999-05-05	44.125	43.6875	44.5	42.0	1202000
1999-05-06	44.375	43.5	44.8125	43.5	1188900
1999-05-07	43.4375	44.125	44.25	43.25	1341000
1999-05-10	42.4375	44.0	44.0	42.0625	676700
1999-05-11	40.9375	43.625	43.625	40.4375	1647500
1999-05-12	43.0	41.5	43.75	41.125	3407500
1999-05-13	41.125	42.375	42.375	40.75	4657700
1999-05-14	41.6875	40.0	42.0	40.0	1476600
1999-05-17	41.625	41.5625	41.6875	40.375	1463400
1999-05-18	41.0	41.375	41.5625	40.5	1654100
1999-05-19	40.75	41.25	41.4375	40.25	1030300
1999-05-20	40.875	40.875	41.1875	40.6875	1191600
1999-05-21	41.25	41.125	41.6875	40.875	1123700
1999-05-24	41.25	41.3125	42.25	41.0625	1051200
1999-05-25	40.9375	41.5	42.0625	40.75	1186000
1999-05-26	41.8125	41.5	42.0	40.875	2030200
1999-05-27	39.625	41.5	41.5	39.5	2048000
1999-05-28	40.4375	40.5	41.375	39.9375	2896800
1999-06-01	42.0625	41.125	42.0625	40.625	1970900
1999-06-02	41.5	41.5	41.9375	40.75	3327200
1999-06-03	40.5	42.0	42.125	40.5	2445400
1999-06-04	40.75	40.6875	40.9375	40.1875	1861900
1999-06-07	41.5	41.75	41.875	41.25	1448200
1999-06-08	40.4375	41.5	41.5625	40.3125	1964400
1999-06-09	34.875	34.0	35.4375	33.75	10648900
1999-06-10	34.0625	34.75	34.75	33.8125	6689900
1999-06-11	34.0625	34.375	34.5	33.8125	2794000
1999-06-14	34.625	34.625	34.9375	34.0625	1650700
1999-06-15	34.75	35.25	35.25	34.5	1592600
1999-06-16	34.0	35.25	35.25	34.0	1804800
1999-06-17	34.9375	34.0625	35.1875	34.0	1633900
1999-06-18	35.25	35.0	35.375	34.5	2584300
1999-06-21	35.25	35.25	35.25	34.6875	1650600
1999-06-22	34.9375	35.125	35.1875	34.75	1215500
1999-06-23	35.25	35.0	35.25	34.625	989100
1999-06-24	35.1875	35.5	35.6875	34.625	930600
1999-06-25	35.875	36.875	37.0	35.75	2185100
1999-06-28	35.75	35.625	36.4375	35.625	1952700
1999-06-29	37.125	35.875	37.75	35.8125	2086600
1999-06-30	37.25	37.0625	37.625	36.6875	1972700
1999-07-01	39.3125	37.25	39.9375	37.125	2283600
1999-07-02	38.0	39.0625	39.0625	37.5625	1303900
1999-07-06	37.9375	39.125	39.125	37.9375	886500
1999-07-07	37.75	37.6875	38.75	37.625	1531500
1999-07-08	38.0	37.5625	38.125	37.0625	1824800
1999-07-09	38.0	37.6875	38.25	37.125	1261300
1999-07-12	37.375	37.8125	37.875	37.125	1806000
1999-07-13	37.25	37.375	37.375	36.8125	1365900
1999-07-14	37.875	37.5625	37.875	37.125	2029000
1999-07-15	38.375	37.875	38.625	37.875	1475800
1999-07-16	38.875	38.625	38.875	38.375	787300
1999-07-19	38.75	38.9375	39.0	38.5625	1141500
1999-07-20	38.0	38.5625	38.875	37.6875	1526200
1999-07-21	37.9102	38.25	38.375	37.4375	924500
1999-07-22	38.0625	37.875	38.375	37.375	886400
1999-07-23	37.75	38.0625	38.25	37.3125	520200
1999-07-26	36.4375	37.125	37.3125	36.3125	493500
1999-07-27	36.0	36.5	36.75	36.0	690300
1999-07-28	35.4375	36.0	36.25	35.3125	1310600
1999-07-29	34.75	35.25	35.375	34.125	1422300
1999-07-30	34.8125	34.875	35.375	34.6875	875400
1999-08-02	35.25	34.9375	35.375	34.8125	856900
1999-08-03	35.125	35.375	35.75	35.0	952900
1999-08-04	34.625	34.9375	35.4375	34.375	940500
1999-08-05	34.625	34.9375	34.9375	34.5	870000
1999-08-06	34.25	34.375	34.75	34.25	700400
1999-08-09	35.1875	34.25	35.6875	34.125	896100
1999-08-10	35.25	35.0	35.5	34.75	792800
1999-08-11	36.125	35.5	36.125	35.5	1165700
1999-08-12	35.75	36.5	36.5	35.6875	814100
1999-08-13	36.5625	36.0625	36.5625	35.6875	645600
1999-08-16	36.375	36.8125	36.875	36.125	761000
1999-08-17	37.0625	37.25	37.4375	36.625	807700
1999-08-18	37.5625	37.0625	37.8125	37.0625	1011000
1999-08-19	37.3125	37.625	37.75	37.25	2119900
1999-08-20	37.75	37.9375	37.9375	37.5625	1050600
1999-08-23	39.25	37.75	39.4375	37.6875	1159900
1999-08-24	38.875	39.25	39.25	38.6875	1719700
1999-08-25	38.6875	39.125	39.25	38.125	1232000
1999-08-26	38.25	38.875	39.0	38.125	773900
1999-08-27	37.625	38.0625	38.5	37.625	316100
1999-08-30	37.4375	37.5	37.6875	37.3125	708200
1999-08-31	37.0	37.3125	37.8125	36.75	1024700
1999-09-01	36.875	36.75	37.25	36.5	1186300
1999-09-02	36.8125	36.375	37.25	36.125	1056000
1999-09-03	36.625	36.375	37.0	36.375	1114100
1999-09-07	35.0	36.0	36.25	35.0	1844100
1999-09-08	35.8125	34.5	35.875	34.5	1436500
1999-09-09	35.25	35.5625	35.8125	35.0625	1168100
1999-09-10	35.875	35.5625	36.0	35.1875	1463500
1999-09-13	36.25	35.9375	36.875	35.875	1478700
1999-09-14	36.5	36.0	37.3125	35.75	1340800
1999-09-15	35.0	36.5	36.6875	34.875	2341700
1999-09-16	33.6875	34.5	34.5625	33.3125	4636400
1999-09-17	34.4375	34.625	34.75	33.5	3153800
1999-09-20	33.875	34.5625	34.5625	33.5	1907300
1999-09-21	33.0625	33.9375	34.0	32.875	2138500
1999-09-22	32.8125	32.875	33.1875	32.6875	770000
1999-09-23	31.4375	32.625	32.875	31.0	1938400
1999-09-24	30.625	31.4375	31.625	30.1875	1810200
1999-09-27	32.1875	31.75	32.5	31.5625	2220100
1999-09-28	31.5	32.0	32.0625	30.5	1337700
1999-09-29	32.3125	31.75	32.375	31.5625	1132500
1999-09-30	32.6875	32.5	33.125	32.375	1411600
1999-10-01	32.625	32.5	32.8125	32.3125	952100
1999-10-04	32.75	33.0	33.375	32.625	721200
1999-10-05	32.1875	32.5625	32.5625	31.75	832200
1999-10-06	30.5	32.1875	32.1875	30.3125	1636200
1999-10-07	31.5625	30.75	31.8125	30.75	982700
1999-10-08	30.8125	31.5	31.5625	30.8125	874200
1999-10-11	30.375	30.6875	31.0	30.25	729100
1999-10-12	28.6875	30.375	30.375	28.0	2778900
1999-10-13	27.625	28.5	28.625	27.375	2099500
1999-10-14	26.0	27.375	27.4375	25.75	4507300
1999-10-15	24.125	25.0	25.0	23.375	4289200
1999-10-18	24.3125	24.3125	24.75	24.0	2167200
1999-10-19	24.75	24.75	25.3125	24.3125	3033100
1999-10-20	24.0	25.0	25.1875	23.625	2675100
1999-10-21	23.75	24.0	24.0	23.3125	2033400
1999-10-22	23.75	23.9375	23.9375	23.5	2279700
1999-10-25	23.0	23.6875	23.6875	22.75	1577000
1999-10-26	22.8125	23.0625	23.375	22.5625	3314200
1999-10-27	22.4375	22.9375	22.9375	22.3125	2678200
1999-10-28	22.9375	22.875	23.25	22.4375	2974500
1999-10-29	20.0	18.0	20.25	16.375	14771100
1999-11-01	20.125	21.0	21.3125	20.0	5100600
1999-11-02	20.25	20.125	20.4375	20.0	3589200
1999-11-03	18.5625	20.0	20.0625	18.5625	3939700
1999-11-04	18.0	18.625	18.9375	17.9375	4553600
1999-11-05	17.375	18.0625	18.4375	17.1875	4492000
1999-11-08	17.6875	17.75	18.0	17.5625	5743600
1999-11-09	18.3125	17.6875	18.625	17.6875	4790500
1999-11-10	19.1875	18.5	19.375	18.25	3467300
1999-11-11	19.8125	20.0	20.3125	19.0625	3212800
1999-11-12	19.0	20.125	20.3125	18.9375	3122100
1999-11-15	18.875	19.25	19.3125	18.75	2638300
1999-11-16	19.0	19.0	19.1875	18.75	3185200
1999-11-17	19.25	19.0	19.5	18.8125	5691900
1999-11-18	20.625	19.4375	20.75	19.3125	6500300
1999-11-19	21.25	20.75	21.625	20.6875	3821900
1999-11-22	20.0	21.25	21.25	20.0	1983800
1999-11-23	20.25	20.9375	20.9375	20.0625	2822700
1999-11-24	20.1875	20.5625	20.625	20.0	1797200
1999-11-26	20.0625	20.125	20.5	20.0625	720700
1999-11-29	20.375	19.8125	20.375	19.8125	2513200
1999-11-30	19.875	20.375	20.75	19.875	2988300
1999-12-01	20.1875	20.125	20.4375	20.0	1314000
1999-12-02	20.0625	20.0	20.125	19.75	1937800
1999-12-03	20.0	20.0625	20.125	19.8125	3029800
1999-12-06	19.5625	19.8125	20.0	19.4375	2131700
1999-12-07	19.625	19.0	19.8125	19.0	3542700
1999-12-08	20.0	19.5625	20.125	19.5625	2503100
1999-12-09	19.875	19.75	20.0625	19.6875	2212200
1999-12-10	19.8125	19.9375	20.0625	19.75	2171000
1999-12-13	19.875	19.5625	20.125	19.5625	3278900
1999-12-14	20.1875	20.0	20.5625	19.9375	4435300
1999-12-15	20.0	20.0	20.125	19.875	4028000
1999-12-16	20.3125	19.75	20.4375	19.75	2255600
1999-12-17	20.3125	20.75	20.75	20.0	2696300
1999-12-20	19.9375	20.3125	20.3125	19.75	2248400
1999-12-21	19.8125	19.5625	19.9375	19.5625	1917300
1999-12-22	19.6875	19.5625	19.875	19.5625	2381000
1999-12-23	19.75	19.8125	19.9375	19.5625	2162500
1999-12-27	19.6875	19.5625	20.0	19.5	1347100
1999-12-28	19.5625	19.625	19.8125	19.5	1096800
1999-12-29	19.875	19.75	20.1875	19.5625	1228800
1999-12-30	20.3125	20.0	20.625	19.9375	1541700
1999-12-31	21.875	21.125	22.0	21.0	2689600
2000-01-03	20.25	22.0	22.3125	20.25	3011300
2000-01-04	20.9375	20.0	21.3125	20.0	3593500
2000-01-05	21.0625	21.25	21.625	20.5	1721200
2000-01-06	21.375	21.0	21.75	21.0	1750700
2000-01-07	21.4375	21.75	22.0625	21.1875	2203200
2000-01-10	20.625	21.375	21.5	20.5625	1361000
2000-01-11	19.9375	20.5	20.75	19.75	2237100
2000-01-12	21.1875	20.0	21.25	20.0	3562400
2000-01-13	20.75	21.4375	21.4375	20.5625	2871700
2000-01-14	20.5	20.75	20.9375	20.5	1609300
2000-01-18	20.0	21.0	21.25	19.75	3788800
2000-01-19	20.6875	20.0625	20.75	20.0	2270500
2000-01-20	20.5625	20.5	20.6875	20.375	2321600
2000-01-21	21.0	20.75	21.1875	20.625	2340600
2000-01-24	19.5625	20.9375	21.0625	19.5625	1917000
2000-01-25	19.25	19.5625	19.9375	19.125	2022500
2000-01-26	20.0625	19.4375	20.0625	19.25	2020300
2000-01-27	19.4375	19.9375	20.0	19.0	2236300
2000-01-28	18.875	19.0	19.9375	18.3125	2213200
2000-01-31	18.5	18.3125	18.875	18.1875	1528600
2000-02-01	18.6875	18.75	18.875	18.375	737300
2000-02-02	18.6875	18.4375	18.8125	18.1875	1633700
2000-02-03	18.625	18.625	18.9375	18.5	1830200
2000-02-04	19.125	18.75	19.3125	18.375	2012900
2000-02-07	18.75	19.25	19.5	18.25	1633700
2000-02-08	18.375	18.3125	18.375	17.875	2110300
2000-02-09	18.375	17.875	18.5	17.875	1863800
2000-02-10	18.3125	18.0625	18.5	18.0625	1814500
2000-02-11	17.5	18.125	18.3125	17.375	1821000
2000-02-14	18.0625	17.75	18.125	17.5	1839400
2000-02-15	18.125	18.0	18.1875	17.8125	1273200
2000-02-16	17.75	17.5	18.0625	17.5	1630600
2000-02-17	18.0	17.9375	18.25	17.8125	4412100
2000-02-18	17.4375	17.75	17.875	17.0	1651200
2000-02-22	18.0	17.0625	18.0	17.0625	1411100
2000-02-23	17.8125	17.9375	17.9375	17.5	1358100
2000-02-24	17.5625	17.625	17.6875	17.1875	1248100
2000-02-25	17.75	17.625	17.9375	17.5625	1691300
2000-02-28	17.5	17.5625	17.625	17.125	1022400
2000-02-29	17.4375	17.4375	17.875	17.125	1285400
2000-03-01	17.6875	17.4375	17.6875	17.375	1331700
2000-03-02	17.125	17.5	17.5625	17.0	1398200
2000-03-03	17.0	17.0625	17.1875	16.875	1733200
2000-03-06	18.0	17.75	18.25	17.75	3775600
2000-03-07	17.3125	18.0	18.0	17.3125	1289900
2000-03-08	17.625	17.25	17.625	17.25	2051400
2000-03-09	17.125	17.5	17.5	17.0	1706700
2000-03-10	16.8125	17.125	17.125	16.6875	2631700
2000-03-13	16.9375	16.8125	17.0	16.625	1434800
2000-03-14	16.625	17.0	17.0	16.5	1853600
2000-03-15	17.125	16.625	17.1875	16.5	4062700
2000-03-16	18.0625	17.1875	18.25	17.0	3771400
2000-03-17	18.0	18.0625	18.75	17.625	6524300
2000-03-20	17.7617	18.0	18.0	17.625	1103600
2000-03-21	17.3125	17.25	17.625	17.0625	1439200
2000-03-22	17.125	17.25	17.3125	16.9375	1424500
2000-03-23	17.0625	17.0625	17.375	16.9375	918700
2000-03-24	17.5	17.0625	17.75	17.0625	2166100
2000-03-27	17.8125	17.5	17.875	17.25	1698000
2000-03-28	18.75	18.25	19.1875	18.0625	3675900
2000-03-29	19.25	18.5625	19.25	18.3125	3296200
2000-03-30	20.875	19.75	21.25	19.5	4674400
2000-03-31	20.4375	21.0625	21.0625	19.6875	2365800
2000-04-03	20.4375	20.0625	20.875	20.0625	1050100
2000-04-04	20.3125	21.0	21.6875	20.125	2551700
2000-04-05	20.9375	20.3125	21.625	20.3125	1362300
2000-04-06	21.1875	21.75	22.0625	20.625	2202200
2000-04-07	21.0625	21.3125	21.5	20.6875	1330000
2000-04-10	21.125	20.5	21.1875	20.3125	1263400
2000-04-11	20.875	20.9375	21.1875	20.875	1365200
2000-04-12	22.0625	20.9375	22.1875	20.9375	2865000
2000-04-13	21.625	21.375	22.0	21.0625	3730500
2000-04-14	20.6875	21.1875	21.25	20.375	2415400
2000-04-17	21.3125	20.625	21.3125	19.8125	2157200
2000-04-18	21.0	21.125	21.125	20.625	1432900
2000-04-19	20.875	20.9375	21.25	20.8125	1112900
2000-04-20	22.6875	21.75	22.875	21.5625	2877000
2000-04-24	25.875	22.375	25.9375	22.3125	5205300
2000-04-25	25.5625	25.875	26.4375	24.5	5013300
2000-04-26	24.125	24.75	24.875	23.8125	3442200
2000-04-27	23.875	24.0	24.4375	23.375	1761100
2000-04-28	24.875	24.0	26.0625	24.0	3415700
2000-05-01	27.0	24.25	27.3125	24.125	2702000
2000-05-02	26.0625	26.25	26.6875	26.0	2304900
2000-05-03	25.5625	25.8125	26.3125	25.375	1438500
2000-05-04	26.3125	25.5625	27.125	25.5	1659000
2000-05-05	26.1875	25.75	26.1875	25.625	1751900
2000-05-08	26.0625	26.0	26.25	25.75	1038600
2000-05-09	26.0	25.8125	26.25	25.75	765900
2000-05-10	26.0625	25.8125	26.25	25.75	1188300
2000-05-11	26.1875	26.0	26.4375	25.9375	846200
2000-05-12	25.8125	25.625	26.125	25.5625	814300
2000-05-15	25.625	25.6875	25.9375	25.375	682000
2000-05-16	25.1875	24.75	25.375	24.6875	1051600
2000-05-17	24.5625	24.9375	25.375	24.5	2000700
2000-05-18	24.875	24.4375	25.1875	24.4375	2073900
2000-05-19	24.3125	24.125	24.5625	23.625	1286300
2000-05-22	23.5625	24.375	24.6875	23.25	1283900
2000-05-23	25.125	24.25	25.3125	23.625	1109300
2000-05-24	25.0625	25.0	25.3125	24.5	2029800
2000-05-25	24.3125	24.8125	25.0625	24.0625	822600
2000-05-26	24.0625	24.5625	24.75	23.875	501000
2000-05-30	24.75	24.3125	25.0	24.1875	1195400
2000-05-31	24.6875	24.875	24.9375	23.8125	947700
2000-06-01	25.0625	24.375	25.0625	24.1875	876900
2000-06-02	25.9375	25.3125	26.0625	25.3125	1608900
2000-06-05	25.875	25.9375	25.9375	25.5	1070800
2000-06-06	25.9375	26.0	26.25	25.6875	937000
2000-06-07	25.375	25.9375	25.9375	24.875	514400
2000-06-08	24.75	24.875	25.5	24.25	1071100
2000-06-09	25.3125	24.875	25.4375	24.8125	891100
2000-06-12	25.5625	25.4375	25.9375	25.3125	998100
2000-06-13	25.25	25.3125	25.375	24.8125	479200
2000-06-14	24.6875	25.375	25.5	24.625	668000
2000-06-15	25.0	25.125	25.3125	24.875	1635700
2000-06-16	24.3125	25.0	25.0	24.3125	878600
2000-06-19	24.6875	24.4375	24.6875	23.9375	731600
2000-06-20	24.5	24.6875	24.6875	23.75	812000
2000-06-21	24.0	24.4375	24.875	24.0	475900
2000-06-22	23.6875	24.1875	24.1875	22.8125	318500
2000-06-23	24.1875	23.875	24.4375	23.6875	1210100
2000-06-26	24.8125	23.9375	25.1875	23.8125	1024200
2000-06-27	24.3125	24.9375	25.0625	24.25	1267100
2000-06-28	23.6875	23.5	23.6875	22.4375	2307000
2000-06-29	25.0	23.0625	25.0	22.75	2140000
2000-06-30	24.8125	24.5	25.125	24.125	1432400
2000-07-03	24.3125	24.625	24.625	24.0625	691800
2000-07-05	25.0	24.1875	25.375	24.1875	1005500
2000-07-06	25.25	24.5	25.5	24.5	982000
2000-07-07	25.3125	25.125	25.375	24.8125	744700
2000-07-10	25.1875	25.3125	25.4375	25.0	612000
2000-07-11	24.75	24.9375	25.0625	24.5625	620000
2000-07-12	25.0625	24.1875	25.1875	24.1875	521500
2000-07-13	25.0	25.0625	26.0625	25.0	836100
2000-07-14	26.375	25.875	26.5625	25.8125	1902000
2000-07-17	25.375	26.5	26.5	25.25	1216800
2000-07-18	25.3125	25.5	25.5	24.9375	1261200
2000-07-19	25.375	25.25	25.4375	24.875	900000
2000-07-20	26.75	25.6875	27.0625	25.5	1874000
2000-07-21	26.3125	26.5	26.6875	26.1875	1237100
2000-07-24	26.5625	26.375	26.9375	26.375	1501800
2000-07-25	27.1875	26.75	27.8125	26.625	1639700
2000-07-26	27.5	27.3125	27.75	26.6875	1401900
2000-07-27	27.1875	27.125	27.5	26.75	773200
2000-07-28	28.0	27.1875	28.0	27.0625	1397300
2000-07-31	28.125	27.75	28.1875	27.75	1235900
2000-08-01	29.125	28.3125	29.25	28.3125	2133400
2000-08-02	28.75	29.5	30.5625	28.5625	4871600
2000-08-03	28.375	28.4375	29.375	28.25	3564500
2000-08-04	28.8125	28.9375	29.875	28.8125	1693900
2000-08-07	29.4375	29.375	30.0625	29.0625	2267400
2000-08-08	29.1875	29.5	29.6875	28.875	2136500
2000-08-09	29.5	29.5	29.8125	29.3125	2286100
2000-08-10	29.625	29.625	29.875	29.4375	750600
2000-08-11	29.625	29.25	29.875	29.25	685100
2000-08-14	29.25	29.625	30.0	28.875	1772500
2000-08-15	28.8125	29.0	29.3125	28.8125	924700
2000-08-16	28.0	28.5	28.5	27.75	1765300
2000-08-17	27.6875	27.75	28.2813	27.4375	979900
2000-08-18	27.9375	27.5625	28.0	27.5	522200
2000-08-21	28.4375	27.9375	28.875	27.6875	390000
2000-08-22	29.1875	28.0625	29.3125	28.0625	876900
2000-08-23	28.375	28.5	28.875	28.125	716000
2000-08-24	28.4375	28.1875	28.6875	27.875	596300
2000-08-25	28.6875	28.5	29.125	28.5	634900
2000-08-28	28.3125	29.125	29.125	28.3125	333800
2000-08-29	27.5625	28.3125	28.3125	27.375	769400
2000-08-30	27.8125	27.5625	28.0	27.25	861700
2000-08-31	28.375	27.6875	28.9375	27.6875	1275400
2000-09-01	28.0625	28.8125	28.8125	28.0	546400
2000-09-05	28.25	28.1875	28.25	27.25	633300
2000-09-06	28.875	27.0	29.25	27.0	1843000
2000-09-07	30.1875	29.0	30.3125	28.9375	1783700
2000-09-08	29.9375	30.125	30.4375	29.375	1819900
2000-09-11	29.8125	30.0	30.875	29.6875	1067800
2000-09-12	29.5	30.1875	30.1875	29.5	792400
2000-09-13	29.6875	29.5625	29.75	29.1875	1361100
2000-09-14	29.375	29.3125	29.8125	29.0	838600
2000-09-15	29.5625	29.5	29.8125	29.0	2622100
2000-09-18	29.3125	29.5	30.3125	29.0625	748400
2000-09-19	28.6875	29.0	29.125	28.0625	1214500
2000-09-20	28.75	28.75	29.3125	27.25	3323100
2000-09-21	30.9375	28.75	31.0	28.375	4960000
2000-09-22	30.375	30.25	30.625	29.75	3025300
2000-09-25	30.0	30.7	30.74	29.6	1191900
2000-09-26	32.0	29.35	32.5	29.35	2966700
2000-09-27	32.86	33.25	33.6	32.75	3100200
2000-09-28	32.06	32.84	32.99	31.8	1869000
2000-09-29	32.93	32.0	33.27	31.7	1554300
2000-10-02	32.1	32.1	32.49	31.6	991900
2000-10-03	32.66	32.0	33.38	31.97	1428500
2000-10-04	33.07	32.66	34.0	32.66	1578100
2000-10-05	32.65	32.5	33.25	32.15	991900
2000-10-06	31.78	32.65	32.82	30.95	1754200
2000-10-09	33.09	31.95	33.7	31.89	1309700
2000-10-10	32.73	33.0	33.2	32.1	1097800
2000-10-11	32.73	32.5	33.51	32.5	940800
2000-10-12	33.0	32.6	33.1	32.1	2455900
2000-10-13	33.62	33.25	33.95	33.1	2031800
2000-10-16	33.55	33.62	33.78	33.32	691200
2000-10-17	33.0	33.75	33.75	32.36	1567200
2000-10-18	32.24	32.75	32.75	31.59	1465600
2000-10-19	32.51	31.9	32.9	31.66	678500
2000-10-20	34.01	32.1	34.2	31.77	1771600
2000-10-23	34.15	33.9	37.58	33.57	2811400
2000-10-24	34.15	34.85	34.98	33.55	579800
2000-10-25	34.85	34.3	35.96	33.87	1094100
2000-10-26	35.03	35.02	35.78	34.5	2164500
2000-10-27	34.55	34.35	34.69	33.69	1284100
2000-10-30	35.0	35.0	35.29	34.7	891700
2000-10-31	35.85	35.0	35.88	34.85	990300
2000-11-01	35.39	35.6	35.86	34.55	1129900
2000-11-02	35.0	35.2	35.74	34.5	847600
2000-11-03	32.3	34.65	34.7	31.49	3259300
2000-11-06	33.51	32.5	34.75	32.15	2627100
2000-11-07	33.37	33.76	33.8	33.09	951700
2000-11-08	32.79	33.21	33.62	32.5	970800
2000-11-09	32.15	32.9	33.62	31.75	1721300
2000-11-10	31.89	32.4	32.6	31.4	1302700
2000-11-13	31.76	31.89	32.05	31.4	1055500
2000-11-14	32.5	31.51	32.71	31.25	1522300
2000-11-15	32.96	32.36	33.3	32.11	902100
2000-11-16	33.23	32.71	33.33	32.5	947600
2000-11-17	33.59	33.2	33.71	33.01	1338400
2000-11-20	33.63	33.99	33.99	33.25	768700
2000-11-21	34.36	33.6	34.65	33.06	1155200
2000-11-22	33.9	34.36	34.97	33.7	992600
2000-11-24	34.35	34.15	34.7	34.15	209000
2000-11-27	32.95	34.35	34.95	32.71	1172800
2000-11-28	33.8	33.2	33.9	32.85	745300
2000-11-29	34.9	33.44	35.0	33.38	893000
2000-11-30	34.1	33.75	34.18	32.76	853600
2000-12-01	31.4	33.8	34.0	31.0	1585800
2000-12-04	33.7	31.9	34.0	31.82	1454600
2000-12-05	33.72	33.95	34.41	33.4	746500
2000-12-06	31.38	33.5	34.0	30.7	1801100
2000-12-07	32.07	31.3	32.39	31.3	1023900
2000-12-08	32.26	32.0	32.75	31.85	1051100
2000-12-11	31.62	32.15	32.85	31.32	1068300
2000-12-12	30.5	31.2	32.2	30.38	1295900
2000-12-13	30.2	31.25	31.9	30.06	1439300
2000-12-14	30.79	30.2	31.5	30.07	1377500
2000-12-15	31.24	30.6	31.35	30.26	1919700
2000-12-18	32.03	31.25	32.55	31.25	877400
2000-12-19	31.36	31.78	32.51	30.5	1139000
2000-12-20	31.95	31.4	32.3	31.21	861100
2000-12-21	32.1	31.95	32.4	31.81	1048900
2000-12-22	32.5	32.6	33.1	32.0	1067800
2000-12-26	32.92	32.15	32.95	32.15	419700
2000-12-27	33.26	31.75	33.4	31.75	1302500
2000-12-28	34.25	33.0	34.4	33.0	1258300
2000-12-29	33.95	34.4	35.2	33.86	1787700
2001-01-02	34.1	33.95	34.75	33.71	1625000
2001-01-03	33.65	33.5	34.5	33.15	2071200
2001-01-04	33.4	33.4	33.8	32.5	2207400
2001-01-05	32.85	33.0	33.12	32.4	669000
2001-01-08	32.91	32.6	33.65	32.4	729700
2001-01-09	34.24	32.25	34.5	32.25	1046700
2001-01-10	33.77	33.6	34.19	33.0	1042000
2001-01-11	33.59	33.25	34.25	33.0	1361500
2001-01-12	33.55	33.84	34.0	32.51	1153200
2001-01-16	33.4	33.55	33.9	32.52	858300
2001-01-17	32.02	32.9	34.0	32.0	909200
2001-01-18	31.95	32.5	32.8	31.62	1684200
2001-01-19	31.73	31.0	31.95	31.0	1513900
2001-01-22	33.26	31.6	33.35	31.1	1009600
2001-01-23	33.0	32.75	33.37	32.7	764700
2001-01-24	32.0	32.75	33.0	31.2	1392000
2001-01-25	34.51	33.5	35.0	33.05	4272100
2001-01-26	34.88	34.95	35.25	34.1	4126500
2001-01-29	35.05	34.6	35.13	34.25	1589700
2001-01-30	34.74	34.85	34.95	34.3	1254900
2001-01-31	34.68	34.95	34.95	34.55	1515500
2001-02-01	36.21	34.68	36.5	34.59	2447800
2001-02-02	36.4	36.25	37.5	36.0	2566800
2001-02-05	36.3	35.65	36.9	35.4	2046900
2001-02-06	35.94	36.31	36.44	35.9	1055600
2001-02-07	36.13	36.15	36.55	35.11	1871500
2001-02-08	36.63	35.8	36.84	35.78	1301100
2001-02-09	36.13	36.95	37.09	35.75	948300
2001-02-12	34.9	36.3	36.55	34.74	2067000
2001-02-13	36.91	34.9	37.0	34.5	1776600
2001-02-14	35.82	36.85	37.65	35.5	2160100
2001-02-15	35.69	35.39	36.59	35.1	1795300
2001-02-16	36.25	35.69	37.2	35.11	4712800
2001-02-20	37.48	36.94	37.85	36.2	1796600
2001-02-21	36.85	37.65	38.25	36.65	1928000
2001-02-22	37.75	37.1	38.2	37.1	2036600
2001-02-23	36.95	37.0	37.56	36.3	1547800
2001-02-26	37.98	36.9	38.01	36.6	1776400
2001-02-27	38.0	37.65	38.0	37.42	2501900
2001-02-28	37.46	37.95	38.15	36.9	1790100
2001-03-01	36.73	37.1	37.25	35.7	1868900
2001-03-02	38.3	36.35	38.3	36.23	1910800
2001-03-05	38.44	37.9	38.64	37.71	1879900
2001-03-06	37.38	39.0	39.0	36.9	1742000
2001-03-07	39.05	37.75	39.25	37.47	3779400
